	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj																																
TIGR00678	2.036854602	-1.967955575	3.182481687	-0.618371374	0.536330563	0.999533006	DNA metabolism	"DNA replication, recombination, and repair"	holB	"DNA polymerase III, delta subunit
AU"	holB	2.7.7.7	"This model describes the N-terminal half of the delta subunit of DNA polymerase III. Delta is homologous to the gamma and tau subunits, which form an outgroup for phylogenetic comparison. The gamma/tau branch of the tree is much more tighly conserved than the delta branch, and some members of that branch score more highly against this model than some proteins classisified as delta. The noise cutoff is set to detect weakly scoring delta subunits rather than to exclude gamma/tau subunits.
CC"																									
TIGR00640	4.891112994	-3.09425526	2.549089636	-1.213866792	0.224798596	0.999533006	NA	NA	acid_CoA_mut_C	methylmalonyl-CoA mutase C-terminal domain	NA	"Methylmalonyl-CoA mutase (EC 5.4.99.2) catalyzes a reversible isomerization between L-methylmalonyl-CoA and succinyl-CoA. The enzyme uses an adenosylcobalamin cofactor. It may be a homodimer, as in mitochondrion, or a heterodimer with partially homologous beta chain that does not bind the adenosylcobalamin cofactor, as in Propionibacterium freudenreichii. The most similar archaeal sequences are separate chains, such as AF2215 and AF2219 of Archaeoglobus fulgidus, that correspond roughly to the first 500 and last 130 residues, respectively of known methylmalonyl-CoA mutases. This HMM describes the C-terminal domain subfamily. In a neighbor-joining tree (methylaspartate mutase S chain as the outgroup), AF2219 branches with a coenzyme B12-dependent enzyme known not to be 5.4.99.2."	"Methylmalonyl-CoA mutase (EC 5.4.99.2) catalyzes a reversible isomerization between L-methylmalonyl-CoA and succinyl-CoA. The enzyme uses an adenosylcobalamin cofactor. It may be a homodimer, as in mitochondrion, or a heterodimer with partially homologous beta chain that does not bind the adenosylcobalamin cofactor, as in Propionibacterium freudenreichii. The most similar archaeal sequences are separate chains, such as AF2215 and AF2219 of Archaeoglobus fulgidus, that correspond roughly to the first 500 and last 130 residues, respectively of known methylmalonyl-CoA mutases. This HMM describes the C-terminal domain subfamily. In a neighbor-joining tree (methylaspartate mutase S chain as the outgroup), AF2219 branches with a coenzyme B12-dependent enzyme known not to be 5.4.99.2."																									
TIGR03208	0.658677121	-0.504045686	4.413283958	-0.114211025	0.909070512	0.999533006	NA	NA	cyc_hxne_CoA_lg	cyclohexanecarboxylate-CoA ligase	aliA	6.2.1.-	"Members of this protein family are cyclohexanecarboxylate-CoA ligase. This enzyme prepares the aliphatic ring compound, cyclohexanecarboxylate, for dehydrogenation and then degradation by a pathway also used in benzoyl-CoA degradation in Rhodopseudomonas palustris."																									
TIGR03652	0	NA	NA	NA	NA	NA	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Other	FeS_repair_RIC	iron-sulfur cluster repair di-iron protein	ric	NA	"Members of this protein family, designated variously as YftE, NorA, DrnN, and NipC, are di-iron proteins involved in the repair of iron-sulfur clusters. Previously assigned names reflect pleiotropic effects of damage from NO or other oxidative stress when this protein is mutated. The suggested name now is RIC, for Repair of Iron Centers."																									
TIGR01082	0.682430481	-0.610590973	4.746535816	-0.128639285	0.89764308	0.999533006	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	murC	UDP-N-acetylmuramate--L-alanine ligase	murC	6.3.2.8	"This HMM describes the MurC protein in bacterial peptidoglycan (murein) biosynthesis. In a few species (Mycobacterium leprae, the Chlamydia), the amino acid may be L-serine or glycine instead of L-alanine. A related protein,  UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (murein tripeptide ligase) is described by HMM TIGR01081."																									
TIGR02041	1.317354242	-1.464029215	3.491858208	-0.419269377	0.675019274	0.999533006	Central intermediary metabolism	Sulfur metabolism	CysI	"sulfite reductase (NADPH) hemoprotein, beta-component"	cysI	1.8.1.2	"Sulfite reductase (NADPH) catalyzes a six electron reduction of sulfite to sulfide in prokaryotic organisms. It is a complex oligomeric enzyme composed of two different peptides with a subunit composition of alpha(8)-beta(4) [1]. The alpha component, encoded by cysJ, is a flavoprotein containing both FMN and FAD, while the beta component, encoded by cysI, is a siroheme, iron-sulfur protein [1]. In Salmonella typhimurium and Escherichia coli, both the alpha and beta subunits of sulfite reductase are located in a unidirectional gene cluster along with phosphoadenosine phosphosulfate reductase, which catalyzes a two step reduction of PAPS to give free sulfite [2]. In cyanobacteria and plant species, sulfite reductase ferredoxin (EC 1.8.7.1) catalyzes the reduction of sulfite to sulfide [3]."																									
TIGR01003	0.966871532	-1.055724837	3.875120882	-0.27243662	0.785286318	0.999533006	Signal transduction	PTS	PTS_HPr_family	Phosphotransferase System HPr (HPr) Family	NA	NA	"The HPr family are bacterial proteins (or domains of proteins) which function in phosphoryl transfer system (PTS) systems. They include energy-coupling components which catalyze sugar uptake via a group translocation mechanism. The functions of most of these proteins are not known, but they presumably function in PTS-related regulatory capacities. All seed members are stand-alone HPr proteins, although the model also recognizes HPr domains of PTS fusion proteins. This family includes the related NPr protein."																									
TIGR01693	0.526593802	-0.219440864	4.793046324	-0.045783172	0.963483072	0.999533006	Central intermediary metabolism	Nitrogen metabolism	UTase_glnD	[Protein-PII] uridylyltransferase	glnD	2.7.7.59	"This HMM describes GlnD, the uridylyltransferase/uridylyl-removing enzyme for the nitrogen regulatory protein PII."																									
TIGR02790	0.687640898	-0.078528328	4.389480619	-0.017890118	0.985726512	0.999533006	Transport and binding proteins	Cations and iron carrying compounds	nickel_nikC	"nickel ABC transporter, permease subunit NikC"	nikC	3.6.3.24	This family consists of the NikC family of nickel ABC transporter permeases. Operons that contain this protein also contain a homologous permease subunit NikB. Nickel is used in cells as part of urease or certain hydrogenases or superoxide dismutases.																									
TIGR01056	1.674786843	-1.681226967	3.108641002	-0.540823777	0.588629053	0.999533006	DNA metabolism	"DNA replication, recombination, and repair"	topB	"DNA topoisomerase III, bacteria and conjugative plasmid"	topB	5.99.1.2	"This model describes topoisomerase III from bacteria and its equivalents encoded on plasmids. The gene is designated topB if found in the bacterial chromosome, traE on conjugative plasmid RP4, etc. These enzymes are involved in the control of DNA topology. DNA topoisomerase III belongs to the type I topoisomerases, which are ATP-independent."																									
TIGR03478	0.577571465	0.499239247	4.768264725	0.104700405	0.916613541	0.999533006	Energy metabolism	Electron transport	DMSO_red_II_bet	"DMSO reductase family type II enzyme, iron-sulfur subunit"	NA	NA	"This model represents the iron-sulfur subunit, typically called the beta subunit, of various proteins that also contain a molybdopterin subunit and a heme b subunit. The group includes two distinct but very closely related periplasmic proteins of anaerobic respiration, selenate reductase and chlorate reductase. Other members of this family include"																									
TIGR01433	0.352222184	0.123101608	5.727619927	0.021492629	0.982852684	0.999533006	Energy metabolism	Electron transport	CyoA	cytochrome o ubiquinol oxidase subunit II	cyoA	1.10.3.-	This enzyme catalyzes the oxidation of ubiquinol with the concomitant reduction of molecular oxygen to water.																									
TIGR04427	1.029434244	-0.983620158	3.83976327	-0.256166875	0.797821985	0.999533006	NA	NA	PLP_DesI	dTDP-4-dehydro-6-deoxyglucose aminotransferase	NA	2.-.-.-	"Members of this family are pyridoxal phosphate-dependent aminotransferases that convert TDP-4-keto-6-deoxy-D-glucose to the 4-amino sugar form, TDP-4-amino-4,6-dideoxy-D-glucose. In Streptomyces venezuelae, this enzyme is designated DesI, catalyzing the third of six steps in the biosynthesis of TDP-D-desosamine, a component of a number of different macrolide antibiotics made by that organism. Related proteins, scoring below the trusted cutoff, include sugar aminotranferases in O-antigen biosynthesis regions."																									
TIGR01755	1.498675751	-1.47949878	3.211609125	-0.460672119	0.645033861	0.999533006	Energy metabolism	Electron transport	flav_wrbA	"NAD(P)H:quinone oxidoreductase, type IV"	wrbA	1.6.5.2	"This HMM represents a protein, WrbA, related to and slightly larger than flavodoxin. It was just shown, in E. coli and Archaeoglobus fulgidus (and previously for some eukaryotic homologs) to act as fourth type of NAD(P)H:quinone oxidoreductase. In E. coli, this protein was earlier reported to be produced during stationary phase, bind to the trp repressor, and make trp operon repression more efficient. WrbA does not interact with the trp operator by itself. Members are found in species in which homologs of the E. coli trp operon repressor TrpR (SP:P03032) are not detected."																									
TIGR01473	1.2142347	-1.183571318	3.418173865	-0.346258372	0.72914855	0.999533006	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cyoE_ctaB	protoheme IX farnesyltransferase	cyoE	2.5.1.-	"This HMM describes protoheme IX farnesyltransferase, also called heme O synthase, an enzyme that creates an intermediate in the biosynthesis of heme A. Prior to the description of its enzymatic function, this protein was often called a cytochrome o ubiquinol oxidase assembly factor."																									
TIGR01701	1.992158015	1.283444632	2.665238368	0.481549661	0.630125894	0.999533006	NA	NA	Fdhalpha-like	oxidoreductase alpha (molybdopterin) subunit	NA	NA	This model represents a well-defined clade of oxidoreductase alpha subunits most closely related to a group of formate dehydrogenases including the E. coli FdhH protein (TIGR01591).																									
TIGR02983	1.752413551	-1.758330255	3.282421493	-0.535680825	0.592179158	0.999533006	NA	NA	SigE-fam_strep	"RNA polymerase sigma-70 factor, sigma-E family"	NA	NA	This group of similar sigma-70 factors includes the sigE factor from Streptomyces coelicolor [1].																									
TIGR03997	0.242152751	0.429901292	5.729660187	0.075030853	0.940190164	0.999533006	NA	NA	mycofact_OYE_2	mycofactocin system FadH/OYE family oxidoreductase 2	NA	1.-.-.-	"The yeast protein called old yellow enzyme and FadH from Escherichia coli (2,4-dienoyl CoA reductase) are enzymes with 4Fe-4S, FMN, and FAD prosthetic groups, and interact with NADPH as well as substrate. Members of this related protein family occur in the vicinity of the putative mycofactocin biosynthesis operon in a number of Actinobacteria such as Frankia sp. and Rhodococcus sp., in Pelotomaculum thermopropionicum SI (Firmicutes), and in"																									
