gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj							
TIGR00757	120.9567188	-0.111315343	0.206704155	-0.538524943	0.59021469	0.759418449	Transcription	Degradation of RNA	RNaseEG	"ribonuclease, Rne/Rng family"	NA	3.1.4.-	"This model describes ribonuclease G (formerly CafA, cytoplasmic axial filament protein A), the N-terminal domain of ribonuclease E in which ribonuclease activity resides, and related proteins. In E. coli, both RNase E and RNase G have been shown to play a role in the maturation of the 5 end of 16S RNA.
CC"
TIGR02989	37.64170401	-0.231745797	0.430228535	-0.53865743	0.590123253	0.759418449	NA	NA	Sig-70_gvs1	"RNA polymerase sigma-70 factor, Rhodopirellula/Verrucomicrobium family"	NA	NA	"This group of sigma factors are members of the sigma-70 family (TIGR02937) and are abundantly found in the species Rhodopirellula baltica (11), and Verrucomicrobium spinosum (16) and to a lesser extent in Gemmata obscuriglobus (2)."
TIGR02203	143.2859295	0.078695093	0.147386066	0.533938485	0.593384095	0.761776878	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	MsbA_lipidA	lipid A export permease/ATP-binding protein MsbA	msbA	NA	"This family consists of a single polypeptide chain transporter in the ATP-binding cassette (ABC) transporter family, MsbA, which exports lipid A. It may also act in multidrug resistance. Lipid A, a part of lipopolysaccharide, is found in the outer leaflet of the outer membrane of most Gram-negative bacteria. Members of this family are restricted to the Proteobacteria (although lipid A is more broadly distributed) and often are clustered with lipid A biosynthesis genes."
TIGR03608	167.7421256	-0.126763875	0.237411768	-0.533940993	0.59338236	0.761776878	Transport and binding proteins	Unknown substrate	L_ocin_972_ABC	"putative bacteriocin export ABC transporter, lactococcin 972 group"	NA	NA	A gene pair with a fairly wide distribution consists of a polypeptide related to the lactococcin 972 (see TIGR01653) and multiple-membrane-spanning putative immunity protein (see TIGR01654). This model represents a small clade within the ABC transporters that regularly are found adjacent to these bacteriocin system gene pairs and are likely serve as export proteins.
TIGR01852	24.931	-0.180399008	0.339170467	-0.531883007	0.594807027	0.76274467	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	lipid_A_lpxA	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	lpxA	2.3.1.129	"This HMM describes LpxA, an enzyme for the biosynthesis of lipid A, a component oflipopolysaccharide (LPS) in the outer membrane outer leaflet of most Gram-negative bacteria. Some differences are found between lipid A of different species, but this protein represents the first step (from UDP-N-acetyl-D-glucosamine) and appears to be conserved in function. Proteins from this family contain many copies of the bacterial transferase hexapeptide repeat (PF00132)."
TIGR01622	198.9397081	-0.25882857	0.494406697	-0.523513479	0.600616973	0.769329606	NA	NA	SF-CC1	"splicing factor, CC1-like family"	NA	NA	"This model represents a subfamily of RNA splicing factors including the Pad-1 protein (N. crassa), CAPER (M. musculus) and CC1.3 (H.sapiens). A homologous gene from Plasmodium falciparum was identified in the course of the analysis of that genome at TIGR [4] and was included in the seed."
TIGR00430	23.62100926	0.150157551	0.287516394	0.522257352	0.601491159	0.769584647	Protein synthesis	tRNA and rRNA base modification	Q_tRNA_tgt	tRNA-guanine transglycosylase	tgt	2.4.2.29	"This tRNA-guanine transglycosylase (tgt) catalyzes an exchange for the guanine base at position 34 of many tRNAs; this nucleotide is subsequently modified to queuosine. The Archaea have a closely related enzyme that catalyzes a base exchange for guanine at position 15 in some tRNAs, a site that is subsequently converted to the archaeal-specific modified base archaeosine (7-formamidino-7-deazaguanosine), while Archaeoglobus fulgidus has both enzymes."
TIGR00872	39.58438794	0.149470404	0.289827489	0.515721972	0.606048607	0.773679072	Energy metabolism	Pentose phosphate pathway	gnd_rel	6-phosphogluconate dehydrogenase (decarboxylating)	gnd	1.1.1.44	"This family resembles a larger family (gnd) of bacterial and eukaryotic 6-phosphogluconate dehydrogenases but differs from it by a deep split in a UPGMA similarity clustering tree and the lack of a central region of about 140 residues. Among complete genomes, it is found is found in Bacillus subtilis and Mycobacterium tuberculosis, both of which also contain gnd, and in Aquifex aeolicus."
TIGR03140	45.67867684	0.12976896	0.251373884	0.516238832	0.605687612	0.773679072	Cellular processes	Adaptations to atypical conditions	AhpF	alkyl hydroperoxide reductase subunit F	ahpF	1.8.1.-	This enzyme is the partner of the peroxiredoxin (alkyl hydroperoxide reductase) AhpC which contains the peroxide-reactive cysteine.
TIGR02225	47.97555673	0.182954847	0.358171265	0.510802693	0.609489223	0.777201023	DNA metabolism	"DNA replication, recombination, and repair"	recomb_XerD	tyrosine recombinase XerD	xerD	NA	"The phage integrase family describes a number of recombinases with tyrosine active sites that transiently bind covalently to DNA. Many are associated with mobile DNA elements, including phage, transposons, and phase variation loci. This model represents XerD, one of two closely related chromosomal proteins along with XerC (TIGR02224). XerC and XerD are site-specific recombinases which help resolve chromosome dimers to monomers for cell division after DNA replication. In species with a large chromosome and with homologs of XerD on other replicons, the chomosomal copy was preferred for building this model. This model does not detect all XerD, as some apparent XerD examples score below the trusted and noise cutoff scores. XerC and XerD interact with cell division protein FtsK."
TIGR01642	17.9292669	-0.307535261	0.617826176	-0.49776988	0.618646248	0.787996338	NA	NA	U2AF_lg	"U2 snRNP auxilliary factor, large subunit, splicing factor"	NA	NA	"These splicing factors consist of an N-terminal arginine-rich low complexity domain followed by three tandem RNA recognition motifs (PF00076). Members of this subfamily are found in plants, metazoa and fungi."
TIGR02154	185.6870689	-0.100578925	0.203526531	-0.494180905	0.621178424	0.788585188	Signal transduction	Two-component systems	PhoB	phosphate regulon transcriptional regulatory protein PhoB	phoB	NA	PhoB is a DNA-binding response regulator protein acting with PhoR in a 2-component system responding to phosphate ion.
TIGR00490	218.0155425	-0.110517286	0.223640731	-0.494173334	0.621183771	0.788585188	Protein synthesis	Translation factors	aEF-2	translation elongation factor aEF-2	NA	NA	"This model represents archaeal elongation factor 2, a protein more similar to eukaryotic EF-2 than to bacterial EF-G, both in sequence similarity and in sharing with eukaryotes the property of having a diphthamide (modified His) residue at a conserved position. The diphthamide can be ADP-ribosylated by diphtheria toxin in the presence of NAD."
TIGR01504	37.31084786	-0.129073779	0.260593724	-0.495306552	0.620383747	0.788585188	NA	NA	glyox_carbo_lig	glyoxylate carboligase	gcl	4.1.1.47	"Glyoxylate carboligase, also called tartronate-semialdehyde synthase, releases CO2 while synthesizing a single molecule of tartronate semialdehyde from two molecules of glyoxylate. It is a thiamine pyrophosphate-dependent enzyme, closely related in sequence to the large subunit of acetolactate synthase. In the D-glycerate pathway, part of allantoin degradation in the Enterobacteriaceae, tartronate semialdehyde is converted to D-glycerate and then 3-phosphoglycerate, a product of glycolysis and entry point in the general metabolism."
TIGR02041	22.71893644	0.200692112	0.411015358	0.488283729	0.625348885	0.788794528	Central intermediary metabolism	Sulfur metabolism	CysI	"sulfite reductase (NADPH) hemoprotein, beta-component"	cysI	1.8.1.2	"Sulfite reductase (NADPH) catalyzes a six electron reduction of sulfite to sulfide in prokaryotic organisms. It is a complex oligomeric enzyme composed of two different peptides with a subunit composition of alpha(8)-beta(4) [1]. The alpha component, encoded by cysJ, is a flavoprotein containing both FMN and FAD, while the beta component, encoded by cysI, is a siroheme, iron-sulfur protein [1]. In Salmonella typhimurium and Escherichia coli, both the alpha and beta subunits of sulfite reductase are located in a unidirectional gene cluster along with phosphoadenosine phosphosulfate reductase, which catalyzes a two step reduction of PAPS to give free sulfite [2]. In cyanobacteria and plant species, sulfite reductase ferredoxin (EC 1.8.7.1) catalyzes the reduction of sulfite to sulfide [3]."
TIGR02415	88.47862398	0.173451912	0.354715906	0.488988255	0.624850012	0.788794528	Energy metabolism	Fermentation	23BDH	acetoin reductases	NA	1.1.1.-	"One member of this family, as characterized in Klebsiella terrigena, is described as able to interconvert acetoin + NADH with meso-2,3-butanediol + NAD(+). It is also called capable of irreversible reduction of diacetyl with NADH to acetoin. Blomqvist, et al. decline to specify either EC 1.1.1.4 which is (R,R)-butanediol dehydrogenase, or EC 1.1.1.5, which is acetoin dehydrogenase without a specified stereochemistry, for this enzyme. This enzyme is a homotetramer in the family of short chain dehydrogenases (PF00106). Another member of this family, from Corynebacterium glutamicum, is called L-2,3-butanediol dehydrogenase (PMID:11577733)."
TIGR00017	16.35113791	0.16573583	0.340254728	0.487093395	0.626192147	0.788794528	"Purines, pyrimidines, nucleosides, and nucleotides"	Nucleotide and nucleoside interconversions	cmk	cytidylate kinase	cmk	2.7.4.14	"This family consists of cytidylate kinase, which catalyzes the phosphorylation of cytidine 5-monophosphate (dCMP) to cytidine 5 -diphosphate (dCDP) in the presence of ATP or GTP. UMP and dCMP can also act as acceptors."
TIGR00078	12.17251674	0.144313393	0.292829409	0.492824112	0.622136872	0.788794528	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Pyridine nucleotides	nadC	nicotinate-nucleotide pyrophosphorylase	nadC	2.4.2.19	Synonym: quinolinate phosphoribosyltransferase (decarboxylating)
TIGR02924	37.84359863	-0.09513196	0.194316926	-0.489571145	0.624437399	0.788794528	Energy metabolism	TCA cycle	ICDH_alpha	isocitrate dehydrogenase	icd	1.1.1.-	This family of mainly alphaproteobacterial enzymes is a member of the isocitrate/isopropylmalate dehydrogenase superfamily described by PF00180.
TIGR00658	46.5553092	-0.138768217	0.283096926	-0.490179174	0.624007117	0.788794528	Amino acid biosynthesis	Glutamate family	orni_carb_tr	ornithine carbamoyltransferase	argF	2.1.3.3	"This family of ornithine carbamoyltransferases (OTCase) is in a superfamily with the related enzyme aspartate carbamoyltransferase. Most known examples are anabolic, playing a role in arginine biosynthesis, but some are catabolic. Most OTCases are homotrimers, but the homotrimers are organized into dodecamers built from four trimers in at least two species; the catabolic OTCase of Pseudomonas aeruginosa is allosterically regulated, while OTCase of the extreme thermophile Pyrococcus furiosus shows both allostery and thermophily."
TIGR01841	110.6434133	-0.308486051	0.632240496	-0.487925169	0.625602846	0.788794528	NA	NA	phasin	phasin family protein	NA	NA	"This HMM describes a family of small proteins found associated with inclusions in bacterial cells. Most associate with polyhydroxyalkanoate (PHA) inclusions, the most common of which consist of polyhydroxybutyrate (PHB). These are designated granule-associate proteins or phasins; the member from Rhodospirillum rubrum is an activator of polyhydroxybutyrate (PHB) degradation. However, the member from Magnetospirillum sp. AMB-1 is called a magnetic particle membrane-specific GTPase."
