	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj																															
TIGR02041	35.04992836	-0.733295551	0.362788332	-2.021276556	0.043251145	0.118560454	Central intermediary metabolism	Sulfur metabolism	CysI	"sulfite reductase (NADPH) hemoprotein, beta-component"	cysI	1.8.1.2	"Sulfite reductase (NADPH) catalyzes a six electron reduction of sulfite to sulfide in prokaryotic organisms. It is a complex oligomeric enzyme composed of two different peptides with a subunit composition of alpha(8)-beta(4) [1]. The alpha component, encoded by cysJ, is a flavoprotein containing both FMN and FAD, while the beta component, encoded by cysI, is a siroheme, iron-sulfur protein [1]. In Salmonella typhimurium and Escherichia coli, both the alpha and beta subunits of sulfite reductase are located in a unidirectional gene cluster along with phosphoadenosine phosphosulfate reductase, which catalyzes a two step reduction of PAPS to give free sulfite [2]. In cyanobacteria and plant species, sulfite reductase ferredoxin (EC 1.8.7.1) catalyzes the reduction of sulfite to sulfide [3]."																								
TIGR01003	17.73446603	1.273569129	0.44517322	2.860839496	0.004225209	0.019337146	Signal transduction	PTS	PTS_HPr_family	Phosphotransferase System HPr (HPr) Family	NA	NA	"The HPr family are bacterial proteins (or domains of proteins) which function in phosphoryl transfer system (PTS) systems. They include energy-coupling components which catalyze sugar uptake via a group translocation mechanism. The functions of most of these proteins are not known, but they presumably function in PTS-related regulatory capacities. All seed members are stand-alone HPr proteins, although the model also recognizes HPr domains of PTS fusion proteins. This family includes the related NPr protein."																								
TIGR01693	48.52356109	0.423645026	0.356818664	1.187283818	0.235115689	0.405893399	Central intermediary metabolism	Nitrogen metabolism	UTase_glnD	[Protein-PII] uridylyltransferase	glnD	2.7.7.59	"This HMM describes GlnD, the uridylyltransferase/uridylyl-removing enzyme for the nitrogen regulatory protein PII."																								
TIGR02790	21.35571429	0.361016215	0.442946053	0.815034275	0.415052691	0.594053978	Transport and binding proteins	Cations and iron carrying compounds	nickel_nikC	"nickel ABC transporter, permease subunit NikC"	nikC	3.6.3.24	This family consists of the NikC family of nickel ABC transporter permeases. Operons that contain this protein also contain a homologous permease subunit NikB. Nickel is used in cells as part of urease or certain hydrogenases or superoxide dismutases.																								
TIGR01056	28.13519659	0.86835268	0.32375657	2.68211601	0.007315809	0.030304535	DNA metabolism	"DNA replication, recombination, and repair"	topB	"DNA topoisomerase III, bacteria and conjugative plasmid"	topB	5.99.1.2	"This model describes topoisomerase III from bacteria and its equivalents encoded on plasmids. The gene is designated topB if found in the bacterial chromosome, traE on conjugative plasmid RP4, etc. These enzymes are involved in the control of DNA topology. DNA topoisomerase III belongs to the type I topoisomerases, which are ATP-independent."																								
TIGR03478	3.083242112	-0.015783894	0.827282573	-0.019079205	0.98477792	0.990011461	Energy metabolism	Electron transport	DMSO_red_II_bet	"DMSO reductase family type II enzyme, iron-sulfur subunit"	NA	NA	"This model represents the iron-sulfur subunit, typically called the beta subunit, of various proteins that also contain a molybdopterin subunit and a heme b subunit. The group includes two distinct but very closely related periplasmic proteins of anaerobic respiration, selenate reductase and chlorate reductase. Other members of this family include"																								
TIGR01433	89.08099288	3.643958301	0.955696327	3.812883023	0.000137355	0.001267464	Energy metabolism	Electron transport	CyoA	cytochrome o ubiquinol oxidase subunit II	cyoA	1.10.3.-	This enzyme catalyzes the oxidation of ubiquinol with the concomitant reduction of molecular oxygen to water.																								
TIGR04427	32.74255972	0.3390492	0.359775039	0.942392225	0.345991866	0.529424802	NA	NA	PLP_DesI	dTDP-4-dehydro-6-deoxyglucose aminotransferase	NA	2.-.-.-	"Members of this family are pyridoxal phosphate-dependent aminotransferases that convert TDP-4-keto-6-deoxy-D-glucose to the 4-amino sugar form, TDP-4-amino-4,6-dideoxy-D-glucose. In Streptomyces venezuelae, this enzyme is designated DesI, catalyzing the third of six steps in the biosynthesis of TDP-D-desosamine, a component of a number of different macrolide antibiotics made by that organism. Related proteins, scoring below the trusted cutoff, include sugar aminotranferases in O-antigen biosynthesis regions."																								
TIGR01755	32.59051865	0.637745102	0.392512816	1.624775233	0.10421046	0.232832426	Energy metabolism	Electron transport	flav_wrbA	"NAD(P)H:quinone oxidoreductase, type IV"	wrbA	1.6.5.2	"This HMM represents a protein, WrbA, related to and slightly larger than flavodoxin. It was just shown, in E. coli and Archaeoglobus fulgidus (and previously for some eukaryotic homologs) to act as fourth type of NAD(P)H:quinone oxidoreductase. In E. coli, this protein was earlier reported to be produced during stationary phase, bind to the trp repressor, and make trp operon repression more efficient. WrbA does not interact with the trp operator by itself. Members are found in species in which homologs of the E. coli trp operon repressor TrpR (SP:P03032) are not detected."																								
TIGR01473	40.25401585	-0.093569861	0.295904099	-0.316216847	0.751837921	0.864575522	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cyoE_ctaB	protoheme IX farnesyltransferase	cyoE	2.5.1.-	"This HMM describes protoheme IX farnesyltransferase, also called heme O synthase, an enzyme that creates an intermediate in the biosynthesis of heme A. Prior to the description of its enzymatic function, this protein was often called a cytochrome o ubiquinol oxidase assembly factor."																								
TIGR01701	57.76935961	-0.834860043	0.289646869	-2.882337533	0.003947366	0.018361725	NA	NA	Fdhalpha-like	oxidoreductase alpha (molybdopterin) subunit	NA	NA	This model represents a well-defined clade of oxidoreductase alpha subunits most closely related to a group of formate dehydrogenases including the E. coli FdhH protein (TIGR01591).																								
TIGR02983	26.40243833	-0.623923247	0.459514339	-1.357788415	0.174530832	0.332196913	NA	NA	SigE-fam_strep	"RNA polymerase sigma-70 factor, sigma-E family"	NA	NA	This group of similar sigma-70 factors includes the sigE factor from Streptomyces coelicolor [1].																								
TIGR03997	31.41462939	0.980049746	0.333075105	2.942428695	0.003256488	0.016070059	NA	NA	mycofact_OYE_2	mycofactocin system FadH/OYE family oxidoreductase 2	NA	1.-.-.-	"The yeast protein called old yellow enzyme and FadH from Escherichia coli (2,4-dienoyl CoA reductase) are enzymes with 4Fe-4S, FMN, and FAD prosthetic groups, and interact with NADPH as well as substrate. Members of this related protein family occur in the vicinity of the putative mycofactocin biosynthesis operon in a number of Actinobacteria such as Frankia sp. and Rhodococcus sp., in Pelotomaculum thermopropionicum SI (Firmicutes), and in"																								
TIGR02061	2.09230893	-3.00312196	0.97639684	-3.075718639	0.002099959	0.011458911	Central intermediary metabolism	Sulfur metabolism	aprA	"adenosine phosphosulphate reductase, alpha subunit"	aprA	1.8.99.2	"During dissimilatory sulfate reduction or sulfur oxidation, adenylylsulfate (APS) reductase catalyzes reversibly the two-electron reduction of APS to sulfite and AMP [1]. Found in several bacterial lineages and in Archaeoglobales, APS reductase is a heterodimer composed of an alpha subunit containing a noncovalently bound FAD, and a beta subunit containing two [4Fe-4S] clusters [1]. Described by this model is the alpha subunit of APS reductase, sharing common evolutionary origin with fumarate reductase/succinate dehydrogenase flavoproteins."																								
TIGR02753	34.34047355	1.476839247	0.426009742	3.46667952	0.00052693	0.003908923	NA	NA	sodN	"superoxide dismutase, Ni"	sodN	1.15.1.1	"This superoxide dismutase uses nickel, rather than iron, manganese, copper, or zinc. Its gene is always accompanied by a gene for a required protease."																								
TIGR00735	25.37608773	0.394644752	0.336939163	1.17126412	0.241492629	0.410320559	Amino acid biosynthesis	Histidine family	hisF	"imidazoleglycerol phosphate synthase, cyclase subunit"	hisF	NA	NA																								
TIGR01757	26.12645303	0.383020221	0.374826348	1.02186045	0.306846953	0.48573402	NA	NA	Malate-DH_plant	"malate dehydrogenase, NADP-dependent"	NA	1.1.1.82	"This model represents the NADP-dependent malate dehydrogenase found in plants, mosses and green algae and localized to the chloroplast."																								
TIGR00416	20.58599334	-0.20771263	0.454296025	-0.457218683	0.647513871	0.785179748	DNA metabolism	"DNA replication, recombination, and repair"	sms	DNA repair protein RadA	radA	NA	"The gene protuct codes for a probable ATP-dependent protease involved in both DNA repair and degradation of proteins, peptides, glycopeptides. Also known as sms. Residues 11-28 of the SEED alignment contain a putative Zn binding domain. Residues 110-117 of the seed contain a putative"																								
TIGR01040	39.90068092	-1.424620395	0.551646002	-2.582490202	0.009809015	0.037868135	Transport and binding proteins	Cations and iron carrying compounds	V-ATPase_V1_B	"V-type (H+)-ATPase V1, B subunit"	NA	3.6.3.14	This models eukaryotic vacuolar (H+)-ATPase that is responsible for acidifying cellular compartments. This enzyme shares extensive sequence similarity with archaeal ATP synthase.																								
TIGR01461	23.8422874	1.062913549	0.327629924	3.244250516	0.001177601	0.006997788	Transcription	Transcription factors	greB	transcription elongation factor GreB	greB	NA	"The GreA and GreB transcription elongation factors enable to continuation of RNA transcription past template-encoded arresting sites. Among the Proteobacteria, distinct clades of GreA and GreB are found. GreB differs functionally in that it releases larger oligonucleotides. This HMM describes proteobacterial GreB."																								
TIGR00692	30.04497638	-0.07310841	0.336126689	-0.217502544	0.827816725	0.910370659	Energy metabolism	Amino acids and amines	tdh	L-threonine 3-dehydrogenase	tdh	1.1.1.103	"This protein is a tetrameric, zinc-binding, NAD-dependent enzyme of threonine catabolism. Closely related proteins include sorbitol dehydrogenase, xylitol dehydrogenase, and benzyl alcohol dehydrogenase. Eukaryotic examples of this enzyme have been demonstrated experimentally but do not appear in database search results. E. coli His-90 modulates substrate specificity and is believed part of the active site."																								
TIGR02952	19.13051927	-0.179303612	0.508014689	-0.352949661	0.72412618	0.841231539	NA	NA	Sig70_famx2	"RNA polymerase sigma-70 factor, TIGR02952 family"	NA	NA	This group of sigma factors are members of the sigma-70 family (TIGR02937).																								
TIGR01196	54.16692505	1.892231482	0.545499656	3.468804168	0.00052278	0.003903656	Energy metabolism	Entner-Doudoroff	edd	6-phosphogluconate dehydratase	edd	4.2.1.12	"A close homolog, designated MocB (mannityl opine catabolism), is found in a mannopine catabolism region of a plasmid of Agrobacterium tumefaciens. However, it is not essential for mannopine catabolism, branches within the cluster of 6-phosphogluconate dehydratases (with a short branch length) in a tree rooted by the presence of other dehydyatases. It may represent an authentic 6-phosphogluconate dehydratase, redundant with the chromosomal copy shown to exist in plasmid-cured strains. This HMM includes mocB above the trusted cutoff, although the designation is somewhat tenuous."																								
